"Today’s photo is Gokayama, Nanto City, Toyama Prefecture.

Winter and spring, two different season view.
The houses in the Gokayama area are built in the style called “Gassho-zukuri'” same as Shirakawago, and both villages are designated a UNESCO World Cultural Heritage Site in 1995.
Winter has gone shortly and spring will come soon. 
Why don’t you explore this serene rural countryside?! 

Related Information;
http://www.jnto.go.jp/eng/location/regional/toyama/gokayama.html
http://www.tabi-nanto.jp/en/
https://www.jnto.go.jp/eng/location/rtg/pdf/pg-402.pdf
https://www.city.nanto.toyama.jp/webapps/www/english/welcome.html
http://www.jnto.go.jp/eng/indepth/scenic/worldheritage/c_3_shirakawa.html ",5.0
"Things to do at #Hangang this #Summer! ? ? From the all-time favorite #BanpoBridge Rainbow Fountain to beautiful nightscape at #SomeSevit or the outdoor #swimmingpools and water #playgrounds, there are many things you could see and do right here from day to night! Tag your friends whom you wish to #VisitKorea with for any of these! ?

Read full article ? bit.ly/29xfWD9 ",5.0
"Where is it?
El Nido, Palawan

How to Get There:
""Fly from Manila to El Nido.

Or fly from Manila to Puerto Princesa, then take a bus to El Nido.""

What is it?
El Nido, Palawan has one of the most diverse and highly protected ecosystems in the country. It is known for its unique flora and fauna, and towering geological limestone formations.

Fun Fact:
El Nido has 50 white sand beaches for you to choose from, and 813 species of fish for you to meet.

Photo by / Headline by:
Miguel Teotico / Rachel Teotico ",3.0
"Get ready for season 27 of Survivor... in Palaui Island, Cagayan Valley! After Survivor Caramoan, the show will continue to shoot the next season in the Philippines, this time moving up north. Exciting noh? Click on the link to read the good news, and share with your friends!

Photo taken from boyetstour.blogspot.com
http://www.realityblurred.com/realitytv/archives/survivor_27/2013_May_08_cagayan-seasons-27-28 ",2.0
Feel the fresh air and the magical view of Mount Dempo,3.0
"15 BEST Char Kway Teow In Singapore After Eating Only CKT For A Week

We traveled around Singapore to find the best char kway teow stall. Find out which ones made the cut, and which old favourites simply weren't good enough!

thesmartlocal.com/read/best-char-kway-teowWe traveled around Singapore to find the best char kway teow stall. Find out which ones made the cut, and which old favourites simply weren't good enough!",1.0
"Perfetto Cafe is having a ONE FOR ONE deal for their main courses ALL DAY ANYTIME!

From unique burgers such as the Spicy Lamb Burger and Rice Burger to their signature offering the Rack of Lamb, you'll be hard pressed to find a better deal as long as you are a DBS or POSB Cardholder.

Never want to miss a post by us again?
Like TheSmartLocal.com for the latest updates!

Model: Chia De Zhong and Sean Foo ",1.0
Korea Meteorological Administration (KMA) has released the weather forecast for Fall 2012 (September-November): http://bit.ly/PeS349,3.0
"Where is it? 
Boracay, Aklan

What is it?
Ah, Boracay. Need we say more? Since much has been said, raved and written about this famous four-kilometer stretch of powder white sand paradise, we would like to suggest you try the most exhilarating activity off it — cliff-diving at Ariel's Point. The highest plank is about 15 meters high, which is as high as a five-storey building. But jump off and it ends with a safe, pleasantly wet landing. 

How to get there: 
Fly from Manila to Caticlan.

Or fly from Manila to Kalibo, then take a bus to Caticlan.

Or take a boat from Manila to Caticlan.

Fun Fact: 
Not a lot of people know that Tribal Adventure Day Tours are offered on this island. These are no ordinary tours. You spend an entire day getting to know the indigenous people living In the area. The women will welcome you into their homes and even cook for your group while you learn about their history and customs. Ask around for D'Arcy Kelly. He runs the show.

Photo by/Headline by: 
Tourism Department Philippines/Donna Dimayuga ",3.0
"The fastest train in the world is the #Shanghai Maglev. The Maglev runs nearly 19 miles from Shanghai’s Pudong International Airport to the Longyang metro station on the outskirts of Shanghai. The train hits speeds up to (267 mph) or 431 km/hr. #train #chinaWhile a new era of supersonic airplanes remains a concept, bullet trains are a reality around the world—and they're getting faster.",4.0
"10 Forgotten Theme Parks of Singapore's Past You Won't Believe Existed

Here are 10 theme parks in Singapore nobody born after 1990 has visited. 

http://thesmartlocal.com/read/old-theme-parksHere are 10 theme parks in Singapore nobody born after 1990 has visited. Roll back the years and visit them, from Gay World Amusement Park to Mitsukoshi Garden!",5.0
"[New] 10 Malaysian Glamping Retreats To Escape Civilization Without The Field Camp Feels

Glamping [noun]: a form of camping where people do what BMT recruits do, but with an ""I'm freaking fabulous"" attitude. 

http://thesmartlocal.com/read/malaysian-glamping-retreatsWith triangular huts on top of Mt. Kinabalu or even a huge hut consists of 10 hammocks, Malaysia's the best place for glamping trips.",4.0
"Leuwi Hejo Waterfall, Bogor, West Java.

© Ambo Reynaldi ",3.0
"To check out more on the recipes for Korean food, please click the link! http://english.visitkorea.or.kr/enu/FO/FO_EN_Recipes.jsp?cat1=21709 ",1.0
"[New + Giveaway!] 10 Reasons To Be At Quayside Isle This Christmas

Quayside Isle looks more like it belongs in California than in Singapore. With gorgeous waterfront views and festive vibes all around, it is the place to be to celebrate Christmas with your loved ones this year.

To spread more festive cheer, here's how 3 winners will walk away with Quayside Isle vouchers each worth $100! 

Step 1: Like TheSmartLocal.com on Facebook. 
Step 2: Like and share THIS announcement post on Facebook. 
Step 3: Comment on THIS Facebook post telling us why you’d like to spend Christmas at Quayside Isle!

Contest starts on 30 November 2015 and ends on 7 December 2015. Winners will be contacted on 8 December 2015.

Good luck and happy holidays! 
Quayside Isle @ Sentosa Cove

http://thesmartlocal.com/read/quayside-isleWith gorgeous waterfront views and festive vibes all around, indulge yourself at Quayside Isle in the company of your loved ones and end 2015 with a bang.",2.0
"Congrats, Jennylyn Guarnes Saavedra from the Philippines! You won a free trip to Hong Kong. And, for those of you travelling to Hong Kong this summer, don’t forget to check out all the interesting events that are happening, such as the retro Lai Yuen theme park! http://bit.ly/1malQwt ",2.0
"Photos contributed by our Facebook community members. 
Click the links in the photo's description to see more of the photographer's work or to learn more about the photo's location. ",
"Silla Dynasty Pavilion ""Geumjangdae"" has been restored! http://bit.ly/PBXTMW Thank you, Gyeongju Municipal Office, for bringing an establishment of great reputation and inspiration back to life!^^ ",5.0
"Student Exempted From Final Exams, Induces Student 'Worship'.

Hwa Chong student Koh Heer Ee knows how to beat the Singapore education system, but not everyone does. Here's how he got his fellow students bowing down to him.

#heergod

http://mustsharenews.com/hwa-chong-student-exempt-worship/Hwa Chong student Koh Heer Ee knows how to beat the Singapore education system, but not everyone does. Here's how he did it.",
Good morning HK fans! What’s your favorite HK snack? ;D,
"Freewheelin’ in Hong Kong
Want some free kung fu tips? Head to Kung Fu Corner in Kowloon Park any Sunday, and the masters will be happy to go through a few moves with you. 
Details here: http://bit.ly/1asUJ8C ",5.0
"Tourist arrivals to Indonesia reached 1.25 million, climbing 11.49% in first 2 months of 2012 

http://www.indonesia.travel/en/news/detail/683/tourist-arrivals-to-indonesia-reached-1-25-million-climbing-11-49-in-first-2-months-of-2012International tourist arrivals to Indonesia in the first two months of 2012 reached 1.25 million, surging 11.49% compared to the same two months last year, which recorded 1.12 million arrivals",
"We took to the streets with a very special guest, Kumar, to find out how just many people would answer correctly. The results are going to surprise you.

Watch the full video here!
https://www.youtube.com/watch?v=j8u8VAwn0uQ ",5.0
"If you love history, culture and the Philippines, then sign up for the Regional Tour Guide Training Program in Metro Manila! For one month, we’ll show you the skills you need for a successful career in tourism in the country! Just click the link below for the application form or call us (02) 459-5200 loc.  214. 

http://www.tourism.gov.ph/SitePages/Trainings.aspx ",2.0
"Here's the video of the Bak Chor Mee dessert place. We spent $70 trying all their desserts and it was absolutely worth it.Non Entrée Desserts has been making waves with their imaginative and quirky desserts, such as the Rubber Ducky, Horlicks Avalanche and Bak Chor Mee. They enjoy playing on traditional food and turning them into new-aged desserts. 

If you're afraid that their food might look good but taste mediocre, fret not because we've been there and we're happy to report the desserts here taste even better than they look!

Find out the address and see more pictures here: 
eatbook.sg/non-entree-desserts-review

Follow Eatbook.sg for more food videos like this!

Model: Alicia Teng",1.0
"These two Philippine spots aren’t known for such stunning marine life but perhaps they should be. Check out what lies underneath the waters of Quezon and Pangasinan! 

http://8list.ph/team-energy-marine-life-quezon-pangasinan/Who would have guessed it?",3.0
"These are the 34 Restaurant And Hawker Outlets That Nearly Got One Michelin Star.

Sort of like the appetiser to the main course, before the Michelin Stars are given out, the Bib Gourmand is awarded.

Congrats to the 34 restaurants and hawker stalls to receive this. The Bib Gourmand is also known as being just one level below a Michelin Star. All these dishes are under S$45.

http://eatbook.sg/bib-gourmand-list/MICHELIN Guide awards 34 restaurants and street food outlets across 19 cuisines a Bib Gourmand, featuring Singapore's top dishes under S$45.",1.0
"[New] 15 Spanking New Singapore Attractions That Opened Without You Knowing

Yes, our Singapore zoo is amazing and USS is pretty kickass. But there are other attractions in Singapore that deserve your love too. And we've curated all of these hidden attractions for you in a nice list which screams explore me!

Now go forth, young padawan, into the unknown.

YourSingapore wants you to invite an overseas friend anywhere in the world to Singapore, on them! Find how how you can win your friend a free trip in the article!

http://thesmartlocal.com/read/new-attractionsWe have the world's best zoo, and USS is pretty kickass. But there are other attractions in Singapore that deserve your love too. #9 is absolutely gorgeous!",5.0
"The summer sale season will be starting from late June through July at department stores and shopping malls throughout the country in Japan.
Starting date will depends on the stores, so please check the date before you go!
Hope you could find your favorite clothes or shoes, etc. at discount prices!!
 
About Shopping in Japan: 
http://www.jnto.go.jp/eng/attractions/shopping/
https://www.jnto.go.jp/eng/attractions/shopping/01.html ",2.0
"Doesn't this look absolutely delicious?  But don't grab your fork yet, because these lifelike replicas are sample display items made from wax.  They all look so real.  Many Japanese restaurants have these kinds of sample menu items on display in front.  This makes it really easy to order even if you don't speak Japanese.  You can just take the waiter or waitress out to the display area, point at what you want, and say ""this one, please!""  This is a spaghetti restaurant display, and you can see that it has a wonderfully diverse assortment ranging from unique Japanese style spaghetti to traditional Italian selections. ",1.0
"NTUC Foodfare @ Kallang Wave Mall May Be The Most Interesting Food Court in Singapore.

With Foosball tables, Sport Discussion Corners and even a bar, NTUC Foodfare may just be the most interesting and family oriented food court in Singapore.

http://www.thesmartlocal.com/read/ntuc-food-fareWith Fooseball tables, Sport Discussion Corners and even a bar, NTUC Foodfare may just be the most interesting and family oriented food court in Singapore.",1.0
"Entry period: May 8 (Thu) to May 18 (Sun), 2014

Name an attraction in Korea and tell us why it’s worth visiting. If you have already visited the place, give a useful tip instead.

Submit your entry here:
https://www.facebook.com/koreatourism?v=app_137541772984354

Alternate link: http://statictab.com/o343aqa

***WINNERS***
Yolande Ho*** (mini projector)
Zach Co*** (mini projector)
Marcela Alejan*** Var*** (mini projector)

Sonya *** (earphones)
Tan Hee Y*** (earphones)
Ramsay Ju*** (earphones)
ALFONSO DELG*** (earphones)
Gaëlle VIO*** (earphones)
TAN SHU H*** (earphones)
Vera *** (earphones)
Cathy Kas*** (earphones)
Melissa Seym*** (earphones)
Alicia Grinstein*** (earphones)

Note: Certain characters of the names are replaced with *** for privacy reasons. ",
Okay guys! We want to know what's on your tables tonight for Noche Buena! Each one gets to type one dish in the comment box below! GO! :),
"Cold shower anyone? Take your pick from these 20 cool waterfalls in the PH! Don't forget to hit share!

http://www.lamudi.com.ph/journal/20-amazing-waterfalls-to-visit-this-summer/This summer season, why not skip the beach and instead head to one or two of these 20 amazing waterfalls in the Philippines.",3.0
"How to Have a Hong Kong Halloween 2013

Step 4: Party like a demon! Happy Halloween from Lan Kwai Fong – the epicentre of Asia’s most devilish Halloween celebrations! If you are in town, don your disguise, catch a broom and get on down here! If not, then see you next year! http://bit.ly/1eImnjN ",2.0
"Good morning everyone!! ? ??? (meo-hae-yo?) What are you doing? We just wanted to let you know that the cherry blossoms are out! However, the rumor has it that the Yeoido Cherry Blossom Festival organizers expect the blossoms to hit their peak NEXT week!*^^* ",2.0
"Where is it?
Banaue, Ifugao

How to Get There:
Take a bus bound for Banaue from Sampaloc. 

Or take a bus bound for Baguio from Cubao or Pasay, then transfer to a bus bound for Banaue.

What is it?
The Banaue Rice Terraces are 2,000 year old terraces that were carved into the mountain by the Ifugao people. 

Fun Fact:
The terraces were built mostly by hand. 

Photo by / Headline by:
George Tapan / Rachel Teotico ",3.0
"[New] 12 Trending Singapore Food Hacks That Seem Strange But Are Actually Pure Genius

Some foods seem like they would never go together but they miraculously just do. 

#7 is a staple in America but is conspicuously missing in Singapore!

http://www.thesmartlocal.com/read/trending-food-hacksSome foods seem like they would never go together but they miraculously just do. #7 is a staple in America but is conspicuously missing in Singapore!",1.0
"Hello Everyone! As our number of Fans grow, it's getting harder and harder to find everyone's travel questions on the wall!^^;; From now on, please send travel inquiries to our email account (english@knto.or.kr). This way, we won't miss your post and we will be able to reply a little easier! Thank you!*^^* ",
"You won't believe what you will find in Lombok, Indonesia!

Surround yourself with the very best of Lombok, Indonesia as you explore the naturally beautiful beaches (there's even a pink beach!) and waterfalls! Don't miss out the chance to catch the breathtaking view of Mt. Rinjani!

Get your perfect itinerary planned by Lombok Experts now at Tripviss.com - https://goo.gl/sE43r3 ",3.0
"39 Things to Do In South Singapore That Will Surprise You

From abandoned railway stations to secret playgrounds.

http://thesmartlocal.com/read/south-things-to-doFrom abandoned railway stations to secret playgrounds, here's a list of super fun things to do in the South of Singapore. #27 is perfect for those on a budget.",5.0
"“Hina Matsuri” or also called “Momo-no-Sekku” (Peach Festival) is a festive event held on March 3rd (some regions held on April 3rd), all over Japan.
When you are travelling Japan in March through early April, you will have a chance to see gorgeous and pretty Hina dolls display at the public spaces, hotels or your friend’s house.

Related Information;
http://www.jnto.go.jp/eng/attractions/event/traditionalevents/a70b_fes_hina.html?
http://japan-magazine.jnto.go.jp/en/1203_dolls.html? ",2.0
"The Christmas edition of Hong Kong Pulse 3D Light Show is kicking off tonight at Tsim Sha Tsui! 
Can’t make it? Subscribe to the Discover Hong Kong YouTube channel and get a reminder to watch a live-stream of it next Wednesday: http://bit.ly/1Qv9628 ",2.0
"If you don't like crystal-clear water, soft cool sand, hot tropical sun, and lush natural habitats, Playa la Caleta island isn't for you. For everyone else, this island off Bataan is a dream come true! ",3.0
"Today is the autumnal equinox day, “Shubun-no-hi” national holiday in Japan.
During this period, we can enjoy that “Higan-bana” (literary meaning Equinox Flower in Japanese) or spider lilies blooms everywhere in Japan.
The following photos are in Kinchakuda, Hidaka City, Saitama Prefecture.
It just looks like a carpet of red flowers……

Related Information; 
http://www.jnto.go.jp/eng/indepth/cultural/experience/ab.html
http://www.jnto.go.jp/eng/location/rtg/pdf/pg-805.pdf
http://www.sainokuni-kanko.jp/eng/event.html ",3.0
The Island of Flores http://indonesia.travel/en/destination/444/the-island-of-flores #WonderfulIndonesia,3.0
"Did you know that aside from durian and pearls, Davao also offers world-class cheese? From fresh goat cheese to chevre to feta, they've got it! Find out more through the link. http://www.choosephilippines.com/eat/local-flavors/1240/cheese-made-in-davao/

Photo by Yedy CalaguasDavao City’s cheesy side as revealed by TV Patrol Southern Mindanao’s Vina Araneta-Pilapil.",1.0
"Dancing for peace? Why not? Ligaya Fernando-Amilbangsa has been doing it for decades, forming the Alun-Alun Dance Circle as a way of furthering unity among Muslims and Christians. Catch the Alun-Alun Dance Circle today at the Eid’l Fitr Festival in SM North Edsa! ",2.0
"Spring is just around the corner.
Please take a look at following pictures. You can realize it!

Related information;
http://www.jnto.go.jp/eng/arrange/essential/climate.html
http://japan-magazine.jnto.go.jp/en/1412_plumfestival.html
http://japan-magazine.jnto.go.jp/en/1202_sakura.html ",2.0
"Misool Island is a remote, tropical hideaway, one of four largest islands in the Raja Ampat archipelago, world renowned dive destination in the province of West Papua http://www.indonesia.travel/en/destination/805/pulau-misool-raja-ampat-s-spectacular-world-class-dive-destination ",3.0
"It's just good to know, right? ",
"Danke Germany! If you happen to be in Berlin, drop by Potsdamer Platz, one of the city's famous squares, and check out our #PHthankyou billboard. Share this with your friends or relatives in Germany! ",5.0
"Christmas is around the corner and there's no better way to celebrate it than playing some Running Man games in the midst of Gardens by the Bay's beautifully decorated domes!

Watch our full video here!
https://www.youtube.com/watch?v=ogWS7mhVZUM

PHOTO CONTEST!
In collaboration with Gardens by the Bay, we are running a photo contest where you stand a chance to win a pair of tickets to Hokkaido, Japan just by snapping shots around Gardens by the Bay!

Just:
1. Take a picture around Gardens by the Bay.
2. Upload it on Facebook or Instagram with the hashtag, #christmasatgardensbythebay.

From now, until the 30th of November, one winner will walk away with a pair of tickets to both Flower Dome and Cloud Forest EVERYDAY! 

The Grand Prizes are
1. A pair of return tickets to Hokkaido
2. A staycation for two at a 5-Star Hotel
3. A Japanese Buffet for two at a 5-Star Hotel, will be announced on the 1st of December. 

GOOD LUCK! ",2.0
"Scenic walkways, beautifully manicured grass, and flower beds connect the garden's 20 different themes. The garden houses about 5,000 kinds of plants and holds a different festival per season. 
Find out more >> http://bit.ly/GardenOfMorningCalm ",2.0
Here are 4 common #banchan (small dishes that served along with cooked rice) found in #Korean cuisines. Vote for your favorite Korean #sidedish with the reactions below! ??,1.0
"Weta Workshop Fantasy features works from the artists responsible for the conceptual design used in such movies as The Lord of the Rings and The Hobbit. The exhibition is currently ongoing at ?????????(Dongdaemun Design Plaza, DDP) until August 17. 

Next month, the TRANSFORMERS will be coming to the DDP for the Transformers 30th Anniversary Special Exhibition (Jul 17 – Oct 10).

Exhibition schedule: http://bit.ly/1rw23Iu

[ Photo credit: Dongdaemun Design Plaza ] ",2.0
"[New] 11 Signs You're In Your Twenties But Have Become An Auntie Already 

If you belong to an era where Justin Timberlake was part of NSYNC, you're at that awkward stage of life where teenagers make no sense (what on earth is LEL?) and happiness = having your NRIC checked at the club/cinemas.

You are not alone. See how many you can check off on this list! 

http://thesmartlocal.com/read/auntie-alreadyIf you remember the existence of Bookworm Gang, Little Bobdog candy and an ancient relic called an OHP, congratulations. You should be in your 20s now.",
"The search for the New Face of PrettySmart has begun! 
Win $8,000 in cash and contracts and be the star of a YouTube channel! 

Always had the dream of being a YouTube personality? Enter the media industry with a dedicated team of talents helping you create your very own show! Be personally mentored by Christabel Chua, who is now focusing on the travel videos on TSLTV instead.

Applications end on 22nd Jan so hurry up and apply now!!!!

**WHO WE ARE LOOKING FOR**
Above 18 years old
Bubbly and unafraid of being in front of the camera
Loves beauty and make-up
Based in Singapore

**HOW TO APPLY**
Just submit a video application by attaching the raw file via email. 
Don't worry about the quality of the video, you can just use your phone!
It is your personality that counts but do put in some effort to plan what you want to say.

In the video:

1. Introduce yourself. 
2. Tell us why you want to be the next face of prettysmart.
3. Talk about your most essential beauty must-have.

Attach the video and email your application to sheryl@thesmartlocal.com AND bryan.choo@thesmartlocal.com

For extra points, use #prettysmartsearch on your IG feed.

- WHAT YOU STAND TO WIN -
1. Up to $3,000 CASH
2. $5,000 hosting contract in Thesmartlocal
3. Dedicated mentoring by Christabel Chua herself!

Closing date: 22 January 2016 (Friday), 6 pm 

Short-listed applicants will be required to come down for an audition.

Full video here:
https://www.youtube.com/watch?v=zhx-mYL8GSg

*Terms and conditions apply ",2.0
"The iconic Hong Kong eatery 'Small Potatoes Ice Creamery' has just landed in Singapore. Known for serving up oodles of pretty, topping-laden purple sweet potato desserts, this place is the epitome of purple dessert overdose.

See more pics, the address and our full review here.
http://eatbook.sg/small-potatoes-ice-creamery-review/

Never want to miss a post by us again?
Like TheSmartLocal.com FB Page > Click on ""Liked"" and set Notifications to ""All On""
This is part of our undercover review series.

Models: Alicia Teng and Stephanie Ungula Low ",1.0
"Check this out: the Jollibee squad is dressed in traditional Filipino national costumes. ?We're one with Jollibee in showing the world how fun it is to be Filipinos! ???

Happy Independence Day, everyone!Ipakita natin sa buong mundo ang sarap at saya maging Pilipino! Watch this new Independence Day anthem of Jollibee sung by Rachelle Ann Go and Darren Espanto and share with your fellow proud Pinoys! #PinoyAndProud",2.0
"Joining in the #Christmas mood from our post this morning, here are some Christmas #decorations at #KTO Headquarters in #Wonju~! ^_^ #ImagineYourKorea #VisitKorea ",2.0
Winged lizards are found in the Lambusango Forest Reserve on Buton Island South East Sulawesi.,3.0
"Planning to cut back on the partying in the new year? Well, you might want to postpone those resolutions because #HongKong is going to have a blast for the Chinese New Year. See what’s on and join us! http://bit.ly/1cV5K1b #HKCNY ",
"Indonesia is the strategic location for trade in the past, so let's share about a strategic, harbors ",5.0
"Great opportunity for people in Seoul:  Invitation as a foreign monitor for the ""2010 Lotus Lantern Festival"" http://www.llf.or.kr/eng/part/notice_view.asp?h_seq=33 ",2.0
"It may be the rainy season, but we can always dream about sunny skies, can’t we? Let this video of Bohol give you some much-needed travel inspiration! 

https://www.facebook.com/rapplerdotcom/videos/vb.310621318958658/1236802546340526/?type=2&theaterIt's never too late to get some vitamin sea. Why not go island hopping in Bohol, Philippines?  #SharePH",3.0
"As some of you have requested a similar posting for the Seoul subway tour on other lines, here's one for Line No. 2! It is one of the most heavily used subway lines and there are many places you can visit on this circular line! Take a ride with Subway Line No. 2 to some of these stations today! ;) #VisitKorea #SeoulSubwayTour ",4.0
"Fan Anthony Perkins has just asked a very interesting question and I'm not sure that I have a good answer! He asks, ""What does kimchi taste like?"" Can anyone explain? ^^; ",1.0
"We now have a Singaporean version of Cards Against Humanity and it's peppered with current affairs, STOMP headlines and personalities that take a true blue local to understand. Here's how it went!

Find out how to get your own copy and watch the full video here: http://bit.ly/2iyRiKR ",
"Are you good at mazes? If you are looking for a fun activity to do in Korea, you may check out Gimnyeong Maze Park for some fun-filled challenge! Get ready to be lost and find your way through the maze ~ :D

For more info, click  here ? http://bit.ly/1E00w5X

#MazeChallenge #Jeju #VisitKorea ",5.0
"Who's hungry? Dig in to Vigan's famous Bagnet. Delicious chunks of twice-cooked pork belly! One bite and you'll understand why Vigan is one of the contenders of the New Seven Wonders of the World Cities. Let's make sure Vigan makes the final seven by voting here! 

https://www.new7wonders.com/en/cities  

Photo from bloggistaph.wordpress.com ",1.0
"It’s baking Jim, but not as we know it! 
An East-meets-West character means Hong Kong has its own special take on bread and pastries. Discover some of the best local style bakeries here http://bit.ly/13sA3gV . ",1.0
"Here are the Insane Saves Izwan Mahbud Pulled Off To Hold Japan To A Goaless Draw In All Their GIF GLORY.

We have not witnessed something like this since DAVID LEE times!

http://mustsharenews.com/izwan-mahbud-japan-draw/JAPAN 0-0 SINGAPORE, featuring some of the most insane saves you will ever see from our goalkeeper.",
"[Giveaway!] Improve your look with a pair of Visual Mass eyewear today! TSL will be giving away 1 X Glasses and 1 X Sunglasses worth $95 each to our readers. To join, simply: 

1. Like and share this post. 
2. Comment below, telling us which Visual Mass eyewear design you like best and why.

It’s that easy! 

Contest ends 28th of May, 2015. Good luck everyone!
Only applicable to Singapore residents. Terms and conditions apply.

http://www.thesmartlocal.com/read/visual-massWhether they\'re your everyday eyeglasses or a beloved pair of sunnies, these are some problems that we all know. But don\'t fret - we also know how to solve them.",2.0
"We are thrilled to announce the publication of ""Korea's Most Unique Accommodations,"" now available in e-book format!Korea’s Most Unique Accommodations",4.0
"Heaven is a place on Earth! And it's named Kalanggaman island in Leyte. Famous for its long sandbars, its surrounding waters are so clear, you'd think you were in a pool. Photo by Juan Erwin. ",5.0
"Recently, there is an increasing #?? (half-half) trend where you can order half a serving or each flavor/menu of your choice! From coffee, to bingsu or Korean food such as #coldnoodles, pajeon and more! Here are 10 of them for you to try on your next #VisitKorea trip. Thumbs up for this post if you think this is interesting too (Y) ? ",1.0
"Check out our latest monthly magazine!
Refreshing at Japan’s oldest hot spring, and enjoy cycling around the beautiful islands of Shikoku.
Join us as we head off to the charming island of Shikoku, rich with nature, history, indigenous culture and cuisine!

http://www.jnto.go.jp/eng/indepth/exotic/JapanesQue/1207/shikoku.html ",3.0
"Wander through Indonesia on this visual journey. From the waters of Wakatobi to the active volcanoes of Lombok. From the cascading waterfalls of Bondowoso to the sunsets of Bunaken. #WonderfulIndonesia

Video by Kylor Melton & Mikai KarlWander through Indonesia on this visual journey. From the waters of Wakatobi to the active volcanoes of Lombok. From the cascading waterfalls of Banyuwangi t...",3.0
"?????! Hello~! A fellow traveler needs our help! Please stop by and share some ""Do's and Dont's"" or any other tips for a solo traveler visiting Seoul for the first time. ^^ ",
